dstport,protocol,tag
44326,icmp,sv_P2
7965,icmp,sv_P1
51282,udp,vpn
5972,udp,sv_P4
61419,tcp,SV_P3
27527,tcp,db
35807,udp,db
39464,icmp,monitoring
12352,udp,email
39344,tcp,SV_P3
44425,tcp,db
26130,udp,sv_P4
11692,tcp,sv_P2
58476,udp,SV_P3
46097,tcp,vpn
50691,udp,vpn
50438,tcp,sv_P5
34842,tcp,sv_P2
941,icmp,web
17992,udp,db
16094,icmp,sv_P1
2295,tcp,db
9329,tcp,vpn
15080,icmp,sv_P2
1271,tcp,db
60940,udp,web
30416,udp,SV_P3
9762,tcp,vpn
4313,tcp,monitoring
49537,icmp,db
32312,tcp,monitoring
18232,tcp,sv_P2
35517,udp,sv_P1
14052,tcp,web
10772,tcp,sv_P1
5428,icmp,monitoring
49083,udp,SV_P3
17184,tcp,SV_P3
30110,udp,sv_P4
6558,icmp,vpn
38716,tcp,email
5990,icmp,web
58709,udp,sv_P4
49901,tcp,web
16435,udp,SV_P3
24892,tcp,db
63993,udp,sv_P1
10700,tcp,db
55796,icmp,sv_P5
1290,udp,sv_P5
10101,icmp,sv_P1
14687,icmp,vpn
1497,icmp,sv_P5
58984,udp,email
10745,udp,sv_P2
22091,tcp,db
36507,udp,sv_P1
49016,tcp,sv_P5
6618,tcp,sv_P4
4933,udp,sv_P2
35606,tcp,sv_P1
19317,tcp,sv_P1
1241,tcp,sv_P2
5608,udp,db
44986,tcp,monitoring
44827,tcp,sv_P1
41389,icmp,sv_P1
41141,udp,monitoring
40915,icmp,monitoring
4811,udp,db
59397,udp,SV_P3
55485,icmp,SV_P3
5713,udp,db
29855,udp,sv_P5
1889,tcp,vpn
61996,udp,vpn
46462,tcp,monitoring
34685,tcp,vpn
35035,tcp,sv_P5
19744,tcp,sv_P2
19300,tcp,sv_P4
8468,tcp,sv_P5
11851,udp,monitoring
2396,icmp,email
9370,tcp,sv_P5
45610,tcp,SV_P3
51904,icmp,SV_P3
58786,udp,email
27034,udp,sv_P4
53124,tcp,monitoring
54802,tcp,sv_P4
48693,udp,db
50037,tcp,email
19228,icmp,sv_P5
16648,tcp,SV_P3
33813,udp,monitoring
17550,tcp,SV_P3
63172,udp,SV_P3
46400,icmp,email
44003,udp,sv_P2
14980,udp,sv_P2
15510,udp,sv_P2
36747,udp,vpn
52789,icmp,SV_P3
30544,tcp,sv_P2
36946,tcp,SV_P3
31833,udp,sv_P1
22954,tcp,sv_P5
27557,udp,sv_P2
25787,udp,sv_P4
10985,udp,email
55769,tcp,monitoring
10982,udp,SV_P3
12031,icmp,sv_P2
52571,icmp,sv_P2
37482,udp,monitoring
49167,icmp,email
62291,icmp,vpn
63562,udp,sv_P1
5166,udp,email
23980,icmp,db
64623,udp,monitoring
25196,udp,sv_P4
63276,udp,sv_P4
35658,tcp,vpn
58360,icmp,monitoring
15115,tcp,monitoring
22456,icmp,sv_P5
56564,icmp,SV_P3
25896,udp,monitoring
39825,udp,monitoring
52456,icmp,db
40112,tcp,web
34778,tcp,sv_P5
64038,tcp,email
3792,udp,sv_P5
2874,udp,monitoring
23810,icmp,SV_P3
5085,icmp,monitoring
60451,tcp,sv_P1
10023,tcp,web
10427,tcp,vpn
32548,tcp,sv_P1
45315,udp,monitoring
32371,icmp,sv_P5
47280,tcp,email
61197,icmp,email
23485,icmp,email
5092,udp,sv_P2
55993,udp,SV_P3
25913,tcp,sv_P5
16059,tcp,sv_P5
28740,tcp,sv_P4
21413,udp,vpn
11321,udp,sv_P2
33725,udp,sv_P1
15587,icmp,sv_P2
33776,udp,db
25451,tcp,db
63494,udp,sv_P2
32701,udp,sv_P4
54345,tcp,sv_P5
34836,tcp,db
39205,tcp,monitoring
19317,tcp,vpn
35606,tcp,vpn
44004,tcp,sv_P4
46340,tcp,sv_P5
29448,udp,sv_P4
55074,udp,SV_P3
58495,icmp,sv_P4
40656,icmp,SV_P3
47538,udp,email
58676,icmp,vpn
19029,icmp,db
28546,tcp,email
30014,tcp,sv_P4
41809,icmp,sv_P2
52479,tcp,db
18227,udp,web
4833,icmp,web
44362,icmp,monitoring
39338,udp,sv_P5
58355,udp,email
4035,udp,web
49659,icmp,sv_P2
57749,icmp,db
43832,tcp,db
19830,icmp,sv_P2
34359,tcp,vpn
52617,icmp,sv_P5
42383,icmp,sv_P2
42130,udp,sv_P4
49583,tcp,sv_P4
39354,udp,db
50713,tcp,sv_P1
33200,icmp,monitoring
37340,udp,vpn
17597,icmp,email
29587,udp,db
3431,tcp,sv_P5
48031,icmp,monitoring
20788,udp,monitoring
18968,tcp,sv_P2
49633,icmp,sv_P5
62497,icmp,sv_P1
63851,icmp,web
24889,icmp,SV_P3
17224,tcp,SV_P3
36777,icmp,db
29461,udp,web
12884,icmp,monitoring
15811,tcp,sv_P2
19594,tcp,monitoring
28302,tcp,monitoring
62766,tcp,email
39189,tcp,email
17040,tcp,sv_P4
42117,udp,monitoring
35339,icmp,sv_P1
64340,tcp,sv_P2
22637,tcp,sv_P2
24438,udp,sv_P5
37159,udp,vpn
26796,udp,sv_P4
63982,udp,sv_P2
6746,tcp,sv_P2
48661,udp,db
29689,icmp,vpn
24012,udp,sv_P4
20310,udp,SV_P3
21188,tcp,sv_P2
62692,icmp,email
38529,icmp,db
12541,tcp,sv_P2
60659,icmp,sv_P1
50357,icmp,monitoring
21839,tcp,sv_P1
34162,udp,sv_P2
29201,udp,SV_P3
1239,tcp,sv_P2
15681,tcp,sv_P2
60336,udp,email
41854,icmp,sv_P5
62196,udp,sv_P5
27359,icmp,sv_P4
19165,icmp,SV_P3
52225,icmp,vpn
15287,icmp,sv_P5
10214,icmp,web
39268,udp,db
19472,tcp,sv_P2
10719,tcp,sv_P1
31110,udp,SV_P3
23902,udp,sv_P2
2427,tcp,web
41445,tcp,monitoring
21968,icmp,monitoring
5430,icmp,db
36598,tcp,email
44216,udp,sv_P1
4435,udp,vpn
64700,udp,vpn
46674,tcp,SV_P3
51529,udp,monitoring
58493,udp,sv_P5
41821,udp,sv_P1
53724,udp,SV_P3
28387,udp,SV_P3
12798,udp,sv_P4
49992,icmp,sv_P5
27857,icmp,web
19520,icmp,sv_P1
6823,udp,sv_P2
44667,udp,sv_P5
7554,icmp,monitoring
26376,icmp,monitoring
55813,udp,sv_P4
19021,udp,monitoring
25529,icmp,db
54059,udp,db
39348,udp,sv_P4
23822,icmp,sv_P1
39489,udp,sv_P4
7533,icmp,sv_P4
54302,tcp,email
42152,udp,sv_P5
35128,icmp,monitoring
24166,tcp,web
43298,tcp,sv_P1
51617,tcp,sv_P1
32356,tcp,monitoring
53851,udp,sv_P4
38985,icmp,web
52417,tcp,SV_P3
38692,icmp,monitoring
1337,udp,email
55127,icmp,sv_P1
14198,udp,web
65365,icmp,monitoring
28984,icmp,sv_P1
4081,icmp,sv_P1
17063,tcp,web
20195,tcp,SV_P3
61825,udp,web
42266,udp,sv_P2
28882,udp,sv_P1
5241,icmp,vpn
32037,tcp,email
11593,tcp,email
18950,icmp,SV_P3
45852,udp,email
57054,udp,sv_P1
63228,udp,db
40133,icmp,monitoring
13847,udp,vpn
22212,icmp,SV_P3
43366,icmp,sv_P5
45026,icmp,monitoring
41249,udp,db
64631,tcp,web
59708,tcp,vpn
42472,icmp,sv_P1
17048,tcp,email
2461,udp,sv_P5
64187,tcp,sv_P2
28903,tcp,sv_P5
26369,udp,monitoring
60973,udp,db
229,udp,vpn
30353,icmp,db
38615,udp,sv_P5
64345,tcp,web
44107,icmp,monitoring
65514,udp,SV_P3
21768,udp,db
39340,udp,vpn
5755,tcp,monitoring
51794,icmp,vpn
32371,icmp,monitoring
55612,icmp,db
12819,icmp,SV_P3
28361,icmp,sv_P5
22781,icmp,db
5254,icmp,sv_P4
53394,icmp,sv_P1
10068,udp,sv_P4
61548,tcp,db
27254,udp,monitoring
16644,udp,sv_P1
31245,udp,monitoring
37753,icmp,db
19006,icmp,email
47167,icmp,web
53493,udp,monitoring
28935,icmp,sv_P5
60002,tcp,monitoring
19316,udp,sv_P2
47819,udp,sv_P5
53165,udp,monitoring
34425,icmp,sv_P5
11900,icmp,SV_P3
44116,udp,SV_P3
3869,udp,web
10133,udp,monitoring
29700,icmp,SV_P3
65313,udp,sv_P4
6074,tcp,sv_P1
50653,udp,sv_P4
31602,tcp,web
30759,tcp,sv_P1
16231,tcp,sv_P5
37825,icmp,sv_P5
8902,tcp,sv_P1
38919,icmp,SV_P3
5159,icmp,sv_P1
48522,icmp,SV_P3
20675,tcp,monitoring
15201,udp,email
42444,icmp,email
14001,tcp,sv_P4
48394,tcp,sv_P5
52988,udp,sv_P5
15687,udp,vpn
3868,udp,sv_P5
3465,udp,email
2265,tcp,sv_P4
26009,tcp,SV_P3
9386,udp,SV_P3
5043,icmp,email
16611,udp,sv_P5
24525,udp,email
12983,udp,web
40908,udp,web
51170,tcp,sv_P2
41500,tcp,web
53934,icmp,sv_P1
56510,tcp,vpn
40394,icmp,sv_P1
61745,udp,email
16884,tcp,sv_P2
27573,icmp,sv_P4
56785,udp,vpn
28339,udp,sv_P2
22526,tcp,vpn
56679,tcp,SV_P3
46839,icmp,sv_P2
44774,tcp,vpn
42954,udp,sv_P1
36115,icmp,vpn
3958,icmp,monitoring
63010,tcp,sv_P1
52738,icmp,web
1283,icmp,sv_P2
59277,tcp,vpn
24004,tcp,sv_P1
22970,udp,SV_P3
51044,tcp,monitoring
45526,udp,email
39267,tcp,vpn
59684,udp,db
20367,icmp,sv_P1
20865,icmp,email
3262,tcp,email
19058,udp,sv_P1
41362,tcp,SV_P3
55907,udp,monitoring
42984,tcp,sv_P2
11370,tcp,monitoring
30473,icmp,web
28383,udp,sv_P2
47537,icmp,email
40309,udp,web
17835,icmp,web
30936,udp,monitoring
21851,tcp,db
38388,icmp,db
54621,udp,sv_P1
59256,icmp,email
5095,udp,web
60766,tcp,web
56896,tcp,sv_P2
24219,tcp,vpn
16043,tcp,sv_P1
12564,tcp,sv_P5
15027,icmp,monitoring
3924,icmp,monitoring
3602,udp,web
14972,icmp,sv_P2
21956,tcp,db
10273,udp,sv_P5
40536,icmp,SV_P3
65336,udp,monitoring
26324,icmp,db
1380,tcp,vpn
53064,tcp,SV_P3
11776,tcp,sv_P2
13499,icmp,web
48559,udp,sv_P5
5531,icmp,email
62554,icmp,vpn
44342,icmp,sv_P5
24210,udp,sv_P1
7308,udp,SV_P3
54241,udp,SV_P3
28018,icmp,sv_P5
58385,udp,db
25617,tcp,sv_P4
30290,tcp,vpn
50902,udp,sv_P2
2431,tcp,email
8931,icmp,email
18884,icmp,sv_P4
42279,icmp,SV_P3
38301,tcp,web
42686,icmp,sv_P1
10881,udp,SV_P3
16328,udp,web
44225,tcp,web
36015,icmp,sv_P2
36468,icmp,web
13622,udp,sv_P1
49245,udp,sv_P5
36589,icmp,sv_P2
10314,udp,db
28815,tcp,monitoring
36831,tcp,email
38126,udp,web
20551,tcp,db
42739,udp,sv_P2
45841,tcp,SV_P3
37883,tcp,db
19446,udp,email
43304,udp,sv_P5
43153,icmp,db
26835,tcp,sv_P1
15124,udp,SV_P3
21942,udp,monitoring
64631,icmp,sv_P4
49883,tcp,SV_P3
55200,icmp,db
8915,udp,monitoring
3925,icmp,web
211,icmp,sv_P1
53288,tcp,db
59420,tcp,vpn
54732,tcp,monitoring
21272,icmp,sv_P2
44605,icmp,SV_P3
44503,udp,SV_P3
60527,tcp,monitoring
24303,tcp,web
35903,udp,db
13817,udp,email
58731,tcp,SV_P3
3874,tcp,sv_P4
46199,udp,vpn
6490,icmp,db
8904,tcp,db
1119,tcp,sv_P2
58,udp,sv_P2
14325,udp,sv_P5
38334,udp,sv_P1
64630,tcp,monitoring
36611,tcp,sv_P4
58439,udp,db
40223,udp,vpn
65513,tcp,sv_P5
64248,icmp,vpn
35279,tcp,monitoring
29907,icmp,email
54643,udp,sv_P5
64521,tcp,db
43174,icmp,sv_P1
14929,udp,email
34476,udp,web
24695,tcp,SV_P3
35251,udp,email
55085,udp,sv_P2
56302,udp,monitoring
40534,udp,vpn
29661,icmp,web
54750,icmp,vpn
834,tcp,SV_P3
3445,icmp,email
13396,icmp,sv_P4
54935,icmp,sv_P4
2972,icmp,web
23324,tcp,sv_P5
24784,udp,vpn
27512,udp,SV_P3
16651,udp,sv_P5
56672,tcp,vpn
47834,udp,SV_P3
29572,tcp,monitoring
47102,icmp,db
48687,tcp,web
25829,udp,sv_P1
21218,tcp,web
1332,icmp,sv_P4
42720,tcp,sv_P5
5104,tcp,email
61530,icmp,sv_P5
49698,icmp,sv_P5
31688,icmp,vpn
37136,tcp,monitoring
51741,tcp,sv_P1
15157,tcp,monitoring
26146,udp,email
21960,udp,sv_P5
12151,udp,sv_P5
29299,icmp,web
18777,tcp,db
20408,icmp,sv_P5
48401,tcp,sv_P4
16955,udp,db
21355,udp,SV_P3
62380,icmp,sv_P5
18832,udp,monitoring
50663,udp,sv_P1
34513,udp,sv_P2
5579,icmp,monitoring
65290,tcp,SV_P3
23312,udp,db
15675,tcp,sv_P1
29298,icmp,sv_P5
28355,tcp,sv_P4
6875,icmp,sv_P1
2080,tcp,email
32544,icmp,web
2326,icmp,monitoring
37102,tcp,monitoring
57368,udp,sv_P5
27614,udp,db
50996,tcp,web
4373,udp,monitoring
1489,tcp,email
62611,tcp,SV_P3
32110,icmp,sv_P5
35085,icmp,SV_P3
29192,icmp,db
46513,tcp,web
32381,udp,web
53040,tcp,vpn
11310,icmp,web
34654,udp,monitoring
57050,icmp,email
20323,icmp,web
48114,udp,web
22934,udp,sv_P5
25892,icmp,SV_P3
2335,udp,SV_P3
31034,icmp,web
60984,icmp,sv_P2
65028,udp,sv_P5
4502,udp,sv_P1
11043,udp,SV_P3
35779,icmp,sv_P5
44363,udp,vpn
48765,tcp,sv_P4
43408,udp,email
25143,tcp,monitoring
13071,icmp,sv_P2
63226,tcp,sv_P1
3473,tcp,sv_P5
54544,tcp,SV_P3
41008,icmp,sv_P4
13028,icmp,sv_P1
43916,udp,sv_P5
45209,icmp,web
30588,tcp,sv_P2
6389,tcp,web
65203,udp,SV_P3
42425,icmp,web
14728,udp,sv_P4
34133,udp,web
38733,tcp,sv_P1
7749,icmp,email
38878,udp,sv_P5
61435,icmp,sv_P4
42161,udp,email
47052,udp,monitoring
12854,udp,db
13624,udp,vpn
17208,icmp,sv_P4
18315,tcp,SV_P3
5473,icmp,sv_P5
2896,tcp,email
53067,icmp,sv_P2
7133,icmp,monitoring
19150,tcp,monitoring
63463,tcp,sv_P2
36597,udp,sv_P2
21554,tcp,email
45377,icmp,monitoring
26183,icmp,vpn
16594,tcp,vpn
43043,udp,SV_P3
64796,udp,sv_P1
18225,udp,web
6536,tcp,sv_P4
26859,tcp,sv_P5
53087,udp,SV_P3
21764,udp,sv_P1
31097,tcp,vpn
39567,icmp,email
2979,udp,monitoring
39133,tcp,sv_P2
20534,udp,sv_P1
29934,icmp,sv_P4
36459,udp,web
42605,udp,db
27888,tcp,email
14326,tcp,sv_P2
54333,tcp,email
23544,udp,sv_P5
5112,udp,sv_P1
32571,icmp,sv_P2
10967,tcp,sv_P4
30852,tcp,monitoring
23869,tcp,monitoring
64025,icmp,monitoring
53108,icmp,vpn
9213,tcp,email
18106,tcp,db
24860,icmp,sv_P4
12540,tcp,sv_P5
31542,icmp,SV_P3
47481,udp,db
13876,tcp,sv_P5
21354,tcp,monitoring
37633,icmp,email
31686,icmp,sv_P4
19517,icmp,sv_P4
27308,icmp,web
38339,icmp,sv_P4
56740,udp,web
57,icmp,monitoring
26653,udp,email
65473,udp,sv_P2
16814,icmp,monitoring
10463,udp,sv_P4
10198,udp,monitoring
13884,udp,monitoring
7658,tcp,SV_P3
30708,icmp,web
61085,tcp,db
61829,udp,db
41458,tcp,sv_P1
29993,icmp,email
1129,udp,sv_P4
33848,icmp,web
44923,tcp,email
50762,icmp,sv_P5
60989,icmp,web
62612,tcp,vpn
21450,icmp,vpn
15143,tcp,web
65284,udp,sv_P1
50009,udp,web
26563,tcp,vpn
26702,icmp,sv_P2
58293,tcp,vpn
24987,tcp,sv_P5
12068,tcp,email
55967,tcp,email
5460,icmp,web
52221,icmp,SV_P3
31935,tcp,sv_P5
44799,tcp,sv_P1
34527,icmp,web
9359,tcp,sv_P5
38431,icmp,monitoring
45379,icmp,monitoring
63428,icmp,web
56671,udp,web
22828,tcp,sv_P2
11497,icmp,sv_P1
60644,icmp,web
60029,udp,web
19866,icmp,db
7732,tcp,email
22343,icmp,email
49398,tcp,web
13158,tcp,sv_P1
5888,icmp,monitoring
52060,tcp,web
52772,tcp,sv_P5
53314,icmp,sv_P1
20412,udp,vpn
52015,icmp,monitoring
56721,udp,db
49518,tcp,sv_P1
19375,udp,web
2483,tcp,monitoring
35542,tcp,vpn
16764,tcp,sv_P4
3127,tcp,email
53538,tcp,email
33951,tcp,SV_P3
42213,udp,sv_P5
12750,tcp,sv_P4
34328,icmp,SV_P3
53008,udp,vpn
21012,icmp,sv_P4
26764,icmp,sv_P5
20650,icmp,sv_P2
53342,udp,web
45249,tcp,db
27529,udp,sv_P2
27343,udp,vpn
29556,icmp,sv_P1
65093,tcp,email
41009,udp,web
32295,tcp,monitoring
63391,udp,vpn
27644,tcp,sv_P1
45758,icmp,sv_P4
51861,udp,monitoring
44538,icmp,sv_P2
7840,tcp,sv_P4
34215,icmp,SV_P3
17818,icmp,vpn
27919,udp,sv_P1
27057,udp,vpn
62450,tcp,sv_P4
25137,icmp,email
55107,icmp,email
65058,icmp,sv_P4
22207,udp,email
15953,udp,monitoring
48223,icmp,sv_P1
52278,tcp,sv_P2
47199,icmp,sv_P1
861,icmp,vpn
41445,icmp,email
57375,udp,sv_P4
56699,udp,sv_P5
31199,icmp,SV_P3
7945,tcp,sv_P4
45258,icmp,web
45798,tcp,sv_P4
39619,icmp,sv_P5
55147,tcp,db
16347,icmp,sv_P5
2430,tcp,sv_P5
7808,tcp,web
59352,icmp,sv_P2
39674,tcp,sv_P4
2501,icmp,vpn
55641,icmp,web
25710,tcp,sv_P1
58773,icmp,SV_P3
51416,tcp,email
25327,tcp,db
61451,icmp,sv_P4
18892,udp,SV_P3
38719,udp,sv_P1
40930,icmp,sv_P1
15152,udp,sv_P2
22890,udp,SV_P3
32794,tcp,vpn
10263,tcp,sv_P5
3822,icmp,sv_P1
51727,udp,vpn
61917,udp,email
33950,icmp,monitoring
48313,icmp,web
27668,icmp,sv_P1
56404,udp,sv_P4
17321,udp,sv_P1
29187,icmp,sv_P2
33052,udp,vpn
5100,tcp,db
28202,udp,email
54116,icmp,SV_P3
15123,tcp,monitoring
38375,tcp,sv_P1
18762,icmp,web
61219,icmp,sv_P5
3129,tcp,email
1145,udp,sv_P5
12710,tcp,sv_P1
19725,udp,SV_P3
56395,udp,db
55008,tcp,vpn
19009,udp,email
11671,tcp,web
51637,tcp,db
45131,icmp,sv_P2
51926,icmp,vpn
10190,tcp,monitoring
50353,udp,sv_P2
12110,icmp,SV_P3
37728,udp,vpn
53915,icmp,sv_P4
33273,icmp,sv_P2
59640,udp,db
32861,icmp,email
2109,icmp,sv_P5
10609,udp,sv_P5
20645,udp,sv_P1
30492,tcp,sv_P5
17323,tcp,sv_P4
43414,udp,sv_P2
30466,icmp,email
44464,tcp,sv_P4
49268,icmp,sv_P1
5729,tcp,sv_P5
57570,icmp,web
64099,icmp,sv_P1
58281,icmp,sv_P1
64783,tcp,monitoring
63716,icmp,db
1058,icmp,sv_P2
64853,udp,vpn
45473,tcp,sv_P5
20978,tcp,web
57460,tcp,web
2707,udp,sv_P5
591,tcp,vpn
43841,udp,monitoring
4416,icmp,sv_P2
11736,tcp,vpn
675,tcp,monitoring
41118,tcp,sv_P2
53141,tcp,web
63650,icmp,sv_P5
63662,tcp,sv_P5
54238,udp,db
16463,icmp,sv_P2
34652,udp,db
14125,icmp,email
51237,udp,sv_P4
1501,icmp,sv_P5
11758,tcp,sv_P5
29115,udp,monitoring
20075,tcp,sv_P5
18867,tcp,vpn
14800,tcp,db
63016,icmp,sv_P1
27290,udp,sv_P1
47216,tcp,sv_P5
18134,tcp,SV_P3
51749,icmp,sv_P1
31047,udp,SV_P3
10966,udp,sv_P1
40936,icmp,monitoring
40708,udp,sv_P4
54783,icmp,sv_P4
50214,icmp,sv_P1
26943,icmp,sv_P5
27587,udp,web
51676,udp,email
64698,icmp,sv_P4
30328,udp,monitoring
31621,udp,SV_P3
37270,tcp,SV_P3
41966,udp,sv_P1
23703,tcp,sv_P1
48547,tcp,monitoring
63326,tcp,sv_P2
35449,udp,vpn
38968,tcp,sv_P1
20763,tcp,sv_P2
4191,tcp,email
62423,tcp,sv_P1
58901,udp,monitoring
18872,tcp,sv_P5
17897,udp,sv_P1
42035,udp,db
53828,tcp,sv_P2
62043,udp,email
14480,udp,sv_P1
16229,udp,db
34732,tcp,email
50962,udp,sv_P1
12536,icmp,sv_P1
58574,tcp,monitoring
15319,tcp,email
47173,udp,SV_P3
49233,tcp,monitoring
8529,icmp,sv_P2
12374,udp,sv_P2
44084,icmp,web
2505,icmp,email
53499,udp,monitoring
3374,tcp,SV_P3
4830,tcp,web
8870,udp,SV_P3
8365,icmp,sv_P2
4653,icmp,SV_P3
24421,udp,sv_P2
64468,udp,web
7557,udp,sv_P4
62511,tcp,sv_P1
41663,tcp,email
1218,icmp,sv_P2
38062,icmp,sv_P4
29491,tcp,SV_P3
34987,udp,SV_P3
41033,udp,SV_P3
59856,udp,monitoring
55717,udp,sv_P5
4526,tcp,sv_P1
30154,icmp,sv_P5
37486,udp,monitoring
47985,icmp,db
7952,udp,monitoring
6324,icmp,db
2974,icmp,vpn
23764,icmp,monitoring
59195,tcp,vpn
43357,udp,sv_P2
6380,tcp,db
51485,udp,web
45044,tcp,monitoring
29137,icmp,sv_P4
62353,udp,sv_P5
31494,icmp,email
22631,icmp,db
21073,icmp,web
20183,icmp,monitoring
18983,icmp,web
16605,icmp,sv_P1
32078,tcp,monitoring
64191,tcp,db
7276,tcp,sv_P1
27923,tcp,monitoring
47858,tcp,email
17661,tcp,sv_P5
22007,tcp,SV_P3
52551,udp,sv_P4
26843,udp,sv_P5
1299,udp,sv_P1
1445,icmp,sv_P1
3166,udp,monitoring
38425,icmp,email
60004,tcp,sv_P4
58078,tcp,sv_P4
18253,icmp,db
42786,tcp,db
20371,udp,sv_P4
40693,udp,sv_P4
33968,tcp,sv_P5
15584,udp,sv_P1
42872,udp,web
45038,udp,vpn
37271,tcp,sv_P4
1874,tcp,sv_P1
27502,icmp,sv_P5
28541,udp,db
24995,icmp,web
5941,udp,SV_P3
30966,icmp,monitoring
37611,icmp,email
5869,tcp,vpn
32650,tcp,SV_P3
12738,udp,sv_P4
58600,tcp,sv_P4
52301,icmp,sv_P2
36963,udp,db
5531,icmp,sv_P1
45528,tcp,sv_P4
32799,udp,email
48000,udp,sv_P2
21222,tcp,email
1497,tcp,email
19358,udp,sv_P1
1989,udp,vpn
27736,tcp,email
27308,icmp,vpn
53447,icmp,SV_P3
47531,icmp,web
29871,icmp,web
36441,tcp,SV_P3
29028,icmp,sv_P4
6718,udp,vpn
49189,udp,web
31614,tcp,db
46642,tcp,sv_P2
46065,tcp,vpn
51236,udp,sv_P2
34147,icmp,sv_P5
16781,icmp,sv_P1
60680,icmp,sv_P1
41320,udp,sv_P4
3667,tcp,email
51339,icmp,sv_P1
26515,udp,SV_P3
54994,tcp,sv_P5
44735,tcp,monitoring
10468,udp,sv_P5
5468,icmp,db
16884,icmp,vpn
54356,icmp,db
38636,udp,monitoring
60286,tcp,sv_P1
58635,udp,sv_P1
8769,tcp,vpn
52918,icmp,sv_P1
497,udp,monitoring
63161,icmp,sv_P1
13635,icmp,web
65358,tcp,db
50264,tcp,db
15603,udp,sv_P1
34527,icmp,vpn
60648,tcp,db
58831,icmp,db
11255,icmp,vpn
63101,udp,sv_P4
36658,tcp,sv_P2
29229,icmp,sv_P2
64494,icmp,vpn
60104,tcp,sv_P5
27336,tcp,SV_P3
60263,icmp,db
4166,tcp,sv_P1
27888,udp,sv_P5
43299,icmp,sv_P5
48496,tcp,vpn
60401,tcp,SV_P3
26334,icmp,sv_P1
30836,tcp,vpn
28945,udp,web
13600,icmp,sv_P1
31728,icmp,sv_P1
20273,icmp,monitoring
21872,icmp,vpn
32770,icmp,sv_P5
59256,icmp,vpn
19459,tcp,sv_P2
60061,icmp,email
35446,tcp,sv_P5
49347,udp,sv_P1
37495,tcp,monitoring
60736,tcp,db
33041,udp,web
33593,icmp,sv_P1
11897,tcp,SV_P3
65166,udp,db
42073,tcp,sv_P2
7392,udp,sv_P5
41954,icmp,sv_P4
45986,tcp,SV_P3
39527,tcp,vpn
44267,icmp,vpn
31899,udp,email
43396,icmp,sv_P2
11086,udp,sv_P1
26170,icmp,sv_P2
58235,udp,vpn
1376,icmp,vpn
31263,udp,SV_P3
9628,udp,sv_P4
44104,udp,vpn
2708,udp,sv_P1
16238,icmp,sv_P2
51822,tcp,sv_P1
1046,tcp,SV_P3
48631,tcp,SV_P3
13299,udp,sv_P5
12539,tcp,web
31077,udp,vpn
22100,tcp,monitoring
16290,udp,sv_P4
57316,udp,vpn
7747,icmp,sv_P1
55595,tcp,sv_P4
11988,tcp,email
18803,tcp,monitoring
46413,tcp,monitoring
30652,udp,email
577,tcp,SV_P3
18639,tcp,monitoring
21747,icmp,SV_P3
25297,tcp,sv_P4
35832,tcp,email
37273,icmp,web
3272,icmp,sv_P2
35351,icmp,email
15068,icmp,SV_P3
38523,icmp,SV_P3
32283,icmp,db
34222,udp,SV_P3
43207,udp,sv_P5
56521,icmp,sv_P5
57323,tcp,web
31025,udp,vpn
16715,udp,db
33399,icmp,monitoring
52918,icmp,vpn
26172,udp,SV_P3
25440,icmp,db
57598,udp,web
33613,udp,db
58309,udp,sv_P1
16533,icmp,db
25555,udp,sv_P4
2712,tcp,sv_P5
41815,tcp,sv_P1
46761,icmp,sv_P4
32165,icmp,sv_P2
2769,udp,db
36394,tcp,web
59914,icmp,web
29837,tcp,web
56644,tcp,vpn
60670,udp,web
3829,tcp,db
52247,udp,sv_P5
20935,udp,web
61410,udp,email
21277,icmp,vpn
57220,tcp,sv_P1
25297,icmp,web
21860,udp,db
24189,tcp,web
1031,tcp,sv_P5
8645,udp,SV_P3
19916,icmp,db
42004,tcp,sv_P4
413,udp,sv_P2
13667,udp,SV_P3
58387,icmp,sv_P2
4267,icmp,email
61555,udp,web
53859,udp,db
29190,icmp,sv_P4
24610,icmp,db
38364,tcp,web
6824,udp,SV_P3
55897,icmp,sv_P4
52747,udp,vpn
56551,tcp,sv_P4
3735,udp,SV_P3
53651,udp,sv_P1
17310,udp,sv_P1
12459,udp,sv_P4
30566,tcp,SV_P3
45190,tcp,web
19132,udp,monitoring
27518,icmp,web
26530,udp,sv_P5
23001,tcp,sv_P4
5431,udp,vpn
3327,tcp,db
14362,icmp,monitoring
28432,tcp,web
61052,udp,sv_P2
18333,tcp,vpn
16778,tcp,email
18028,icmp,sv_P4
53842,udp,db
32771,icmp,db
24386,icmp,sv_P2
12829,tcp,sv_P2
58592,udp,email
57609,tcp,db
50864,tcp,SV_P3
47115,tcp,sv_P5
20031,udp,db
52008,tcp,sv_P5
11370,tcp,sv_P4
17885,udp,monitoring
21450,tcp,sv_P5
41806,tcp,sv_P4
57287,icmp,sv_P2
26189,icmp,sv_P4
39342,icmp,web
16650,icmp,sv_P2
1169,tcp,sv_P4
54954,udp,sv_P2
60524,icmp,web
17542,icmp,sv_P4
36330,udp,sv_P4
55697,tcp,monitoring
42370,udp,SV_P3
1232,tcp,sv_P1
1507,icmp,SV_P3
29280,udp,sv_P5
17098,udp,vpn
25451,icmp,vpn
27184,tcp,sv_P5
48373,icmp,monitoring
59605,icmp,web
58467,tcp,vpn
